City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Duayaw Nkwanta,GH,2022-07-21 21:35:16,7.1724,-2.1028,71.71,82,91,1.14
268,Buchanan,LR,2022-07-21 21:35:17,5.8808,-10.0467,76.15,79,100,9.91
269,Lebu,CL,2022-07-21 21:33:42,-37.6167,-73.65,51.03,89,99,10.09
270,Severo-Kurilsk,RU,2022-07-21 21:34:50,50.6789,156.125,53.64,96,100,25.55
271,Namatanai,PG,2022-07-21 21:35:17,-3.6667,152.4333,81.59,74,81,5.77
272,Kirovskiy,RU,2022-07-21 21:35:17,45.0917,133.5136,66.9,98,96,1.9
273,Brownfield,US,2022-07-21 21:35:18,33.1812,-102.2744,91.8,32,84,14.63
274,Vagay,RU,2022-07-21 21:35:18,57.9375,69.0217,52.59,92,81,5.35
275,Santiago,CL,2022-07-21 21:30:48,-33.4569,-70.6483,69.28,40,0,5.75
276,Ocos,GT,2022-07-21 21:35:19,14.5094,-92.1933,89.78,65,100,6.04
277,Punto Fijo,VE,2022-07-21 21:35:19,11.6956,-70.1996,82.89,70,21,31.97
278,Ayios Vasilios,GR,2022-07-21 21:35:20,37.8,22.8,75.31,33,0,2.95
279,Ancud,CL,2022-07-21 21:34:17,-41.8697,-73.8203,41.23,92,100,5.28
280,Chokwe,MZ,2022-07-21 21:35:20,-24.5333,32.9833,65.43,79,55,3.87
281,Khovu-Aksy,RU,2022-07-21 21:35:21,51.1333,93.6,51.37,70,46,3.49
282,Jiazi,CN,2022-07-21 21:36:21,22.8779,116.067,81.07,83,2,4.88
283,Nantucket,US,2022-07-21 21:35:02,41.2835,-70.0995,78.94,94,100,12.66
284,Avera,US,2022-07-21 21:36:22,33.194,-82.5271,89.65,63,100,9.06
285,Coquimbo,CL,2022-07-21 21:34:15,-29.9533,-71.3436,55.13,82,100,3.44
286,Puerto Vallarta,MX,2022-07-21 21:31:30,20.6204,-105.2307,91.9,74,20,10.36
287,Kalmunai,LK,2022-07-21 21:36:22,7.4167,81.8167,79.16,83,98,7.05
288,Grootfontein,NA,2022-07-21 21:36:23,-19.5667,18.1167,49.57,53,1,1.14
289,Mildura,AU,2022-07-21 21:31:38,-34.2,142.15,46.09,89,22,10.87
290,Brigantine,US,2022-07-21 21:36:23,39.4101,-74.3646,93.4,68,20,11.5
291,Sabha,LY,2022-07-21 21:31:33,27.0377,14.4283,82.2,25,0,10.07
292,Kalaleh,IR,2022-07-21 21:36:24,37.3807,55.4916,82.0,74,75,4.61
293,Souillac,MU,2022-07-21 21:34:31,-20.5167,57.5167,70.18,73,75,11.5
